Resort;Latitude;Longitude
Monte Bondone;46.052040;11.071351
Monte Catria;43.460340;12.704552
Monte Cimone;44.216201;10.691199
Monte Fumaiolo;43.788563;12.070230
Monte Nerone;43.557841;12.518660
Monte Piselli;42.787338;13.581504
Monte Piselli;42.798552;13.566230
Monte Prata;42.870177;13.180504
Monte S. Vigilio;46.651515;11.102274
Montecampione;45.829366;10.183789
Monterosa;45.859089;7.812149
Mottarone;45.884828;8.455593
Nassfeld;46.559288;13.276591
Nevegal;46.091497;12.277453
Nicolosi Nord;37.700922;14.999265
Oropa;45.627680;7.979854
Ortler Skiarena;46.651515;11.102274
Ovindoli Magnola;42.145267;13.497197
Padola/Valcomelico;46.666393;12.377289
Paesana Pian Mun?;44.640649;7.238979
Paganella;46.175094;11.068480
Palumbo Sila;39.193397;16.646778
Panarotta 2002;46.041830;11.310860
Passo Godi;41.900260;13.883780
Passo Lanciano - Majelletta;42.187814;14.101597
Passo Maniva;45.816738;10.400219
Passo Tonale;46.260802;10.587057
Pedraces;46.610982;11.895225
Pejo;46.354116;10.665616
Pescasseroli;41.814836;13.763181
Pescocostanzo;41.888736;14.055956
Pfelders - Plan;46.795719;11.090030
Piamprato;45.554493;7.575113
Pian delle Betulle;46.029503;9.403250
Piancavallo;46.107358;12.510569
Piani di Bobbio;45.941289;9.469899
Piano Battaglia;37.877267;14.026355
Piazzatorre;45.993449;9.693990
Piazzatorre - Val Brembana;45.987897;9.683425
Pila;45.685692;7.309653
Pinzolo;46.160026;10.765421
Plose;46.695618;11.733509
Ponte di Legno;46.259529;10.509851
Pontechianale;44.622368;7.031284
Pozza Aloch - Buffaure;46.446500;11.771433
Pragelato;45.015526;6.942049
Prali;44.889048;7.048747
Prati di Mezzo;41.660122;13.929075
Prato Selva;42.552203;13.538275
Pratonevoso;44.256254;7.789042
Pratti di Tivo;42.501408;13.555525
Presolana - Monte Pora;45.901914;10.104347
Ratschings Jaufen - Racines Giovo;46.883153;11.379836
Recoaro 1000;45.678360;11.219101
Reinswald - San Martino;46.688736;11.417911
Rh?mes-Notre-Dame;45.569584;7.117882
Rivisondoli;41.873300;14.066191
Roccaraso;41.847663;14.079944
Rosskopf - Monte Cavallo;46.898751;11.429427
Rucas di Bagnolo;44.758926;7.220019
Saint Rhemy - Crevacol;45.821100;7.178300
Sampeyre;44.578887;7.188572
San Cassiano;46.571125;11.934752
San Colombano;45.810945;10.372407
San Domenico - Ciamporino;46.250539;8.189661
San Giacomo di Roburent;44.292077;7.876394
San Leonardo;42.051807;13.992395
San Martino di Castrozza - Passo Rolle;46.264222;11.799698
San Simone;46.042445;9.706604
San Vito di Cadore;46.461278;12.208296
Sansicario;44.962439;6.818253
Santa Caterina Valfurva;46.410997;10.499929
Santa Cristina - St. Christina - S. Crestina;46.558929;11.728302
Santa Croce;46.610553;11.909303
Sappada;46.559033;12.683281
Sarnano/Sassotetto;43.035796;13.299241
Sauze d Oulx;45.027474;6.859624
Scanno;41.885809;13.871269
Schia;44.000000;10.000000
Schilpario;46.008798;10.158756
Schwemmalm - Malga Guazza;46.546288;10.940656
Sch?neben - Belpiano;46.804843;10.489492
Sciovia Berio - Ollomont;45.850269;7.310824
Scopello;45.773578;8.094655
Sella Nevea;46.387331;13.473348
Selva - Wolkenstein;46.545620;11.771420
Selvarotonda;42.535121;13.098793
Sestriere;44.960738;6.879778
Sexten - Sesto;46.703357;12.350350
Ski Center Latemar;46.385909;11.524009
Speickboden;46.930104;11.926907
Spiazzi di Gromo;45.970272;9.959742
Stelvio;46.510235;10.459526
Sulden am Ortler;46.530762;10.588760
Tarscher Alm;46.580620;10.888331
Tarvisio;46.505756;13.557975
Teglio;46.172773;10.066954
Terminillo;42.497747;13.011147
Torgnon;45.816589;7.553628
Trafoi;46.552055;10.510630
Usseglio;45.232821;7.217239
Val Fiorentina;46.409811;12.091511
Val Formazza;46.373926;8.427815
Val Gardena;46.555665;11.756399
Val Palot;45.800020;10.171260
Val Senales;46.748817;10.786780
Val di Fassa;46.429852;11.691889
Val di Funes - St Magdalena;46.640875;11.714563
Val di Luce;44.130319;10.630861
Valchiavenna;46.280083;9.398622
Valdidentro San Colombano;46.473591;10.300458
Valgerola Pescegallo;46.037631;9.572472
Valgrisanche;45.636935;7.068911
Valle Vigezzo;46.139160;8.476951
Valsavarenche;45.590215;7.208467
Valtorta;45.977562;9.532664
Via Lattea;44.957606;6.881160
Villagrande di Montecopiolo;43.838520;12.351851
Watles;46.711900;10.496400
Zoncolan;46.511764;12.950578
Zum Zeri;44.388133;9.753056
Abashiri Lake View;43.985800;144.232300
Aburazaka Ski Park;35.871400;136.837500
Adatara Kogen;37.618283;140.229092
Aizu Bange Choei;37.588300;139.801500
Aizu Kogen Daikurayama;37.177100;139.641500
Aizu Kogen Nango;37.260500;139.550900
Aizu Kogen Takahata;37.098500;139.455700
Aizu Kogen Takatsue;37.108100;139.618700
Ajigasawa;40.694431;140.282561
Ajigasawa Hakodate Nanae;41.986583;140.747749
Akabane;39.275200;141.569500
Akabirayama;43.535400;142.058800
Akagisan Daisan;36.541200;139.185000
Akakura Kanko Resort;37.063200;138.891100
Akakura Onsen;36.883300;138.166600
Akakura Onsen Ski Resort - Kumado;36.890538;138.173900
Akan Royal Valley;43.102200;144.136700
Akazawa;36.728700;138.830400
Akinomiya;38.954696;140.542430
Akita Hachimantai;39.978295;140.801936
Akoyama;35.547463;136.220602
Alpha Resort Tomamu;43.065408;142.617489
Alts Bandai Kokusai;37.599400;140.036000
Amihari Resort;39.821243;140.936251
Ani;39.955099;140.491588
Aomori Ski Area;40.679815;140.830760
Aonoyama Higashi;34.454500;131.814400
Appi Kogen;40.002168;140.970366
Apple Kannabe;35.501400;134.679700
Arai Funaokayama;37.007900;138.253400
Arai Mountain & Spa;36.994800;138.182100
Araragi Kogen;35.404800;137.670100
Arashiyama Shimin;43.795100;142.310300
Asahi Prime;36.116200;137.833900
Asahi Shizen kan;38.303100;140.067500
Asahidake Onsen - Asari;43.653693;142.798759
Asahimura Budo;38.386800;139.558000
Asama 2000;36.556571;138.464060
Asama Kogen Family;36.556623;138.464203
Asarigawa Onsen;43.141700;141.037500
Ashibetsu;43.530200;142.205200
Ashikuraji;36.581500;137.401900
Asosan;32.880700;131.067100
Awasuno;36.574260;137.444798
Axiom;37.289637;139.000072
Azuma;37.730000;140.250000
Banshogahara;36.258200;138.113800
Bansyu Tokura;35.285400;134.544000
Beruku Yogo;35.692900;136.165200
Bibai;43.317600;141.948700
Biei Chomin;43.587000;142.448400
Birao;43.502700;144.428000
Biwako;35.547430;136.220625
Blanche Takayama;36.143987;138.208576
Ca et la Ski Resort Oze;36.815039;139.221939
Canmoa Ski Village;43.727400;142.310300
Centleisure Maiko Snow Resort;36.980000;138.827800
Charmant Hiuchi;37.000800;138.074600
Chateau Shiozawa;37.057200;138.831600
Chausuyama Kogen;35.223072;137.659336
Chikusa Kogen;35.220367;134.390094
Choei Anpeizan;42.861500;141.801300
Choei Kanayama;43.735700;144.929300
Choei Yuda;39.337200;140.791500
Chokai - Okojoland Ski Area;39.169976;140.124633
Chokai-Kogen Yashima;39.191160;140.092633
Ciao Ontake Snow Resort;35.945425;137.485786
Cupid Valley - Valle de Cupido;37.056500;138.492400
Daily Shirotori Snow Resort;35.893700;136.931500
Daisen Goenzan;35.397389;133.534710
Daisen Kagamiganaru;35.344100;133.594500
Daisen Kokusai;35.393900;133.537600
Daisen Nakanohara;35.390500;133.538400
Daisen Ski Resort;35.398929;133.542537
Daisen Uenohara;35.388500;133.539200
Daisetsuzan Kurodake;43.704639;142.935180
Dogoyama Kogen;35.063000;133.216200
Dolphin Valley;35.041800;133.044300
Dynaland;35.988700;136.869400
Echo;36.120650;138.207758
Edelweiss Ski Resort;36.920100;139.756100
Engaru Rock Valley;44.019800;143.501700
Esashi Shiei Koeji;39.151900;141.363800
Esashicho Mikasayama;44.930700;142.568700
Fairy Land Kaneyama;37.444208;139.535081
First Ishiuchi;36.971200;138.816700
Fujimi;35.910665;138.207132
Fujimi Panorama;35.906600;138.213200
Fujino Healthland Kokusai;42.953776;141.278881
Fujisato Choei;40.322306;140.291475
Fujiten;35.442272;138.688406
Fukagawa;43.682618;142.103770
Fukui Izumi;35.939547;136.691689
Furano;43.339299;142.362953
Furuhira Kazokuryokomura;43.254800;140.661900
Gala Yuzawa;36.950550;138.799475
Gassan Resort;38.523625;140.006476
Geihoku Ginrei;34.725700;132.296700
Geihoku Kokusai;34.718900;132.244400
Geihoku Miwa;34.736300;132.364800
Geto Kogen;39.236456;140.905543
Gojome Koiji;39.912400;140.224800
Gokase Highland;32.575500;131.117500
Gokurakuzaka;36.566300;137.422700
Goryu;36.663077;137.836518
Gran Deco;37.695400;140.134900
Grandee Hatoriko Ski Resort;37.209800;140.020400
Greenpia Onuma;41.999100;140.605000
Greenpia Tsunan;37.024849;138.619880
Gujo Kogen;35.969600;136.944600
Hachi Kita Kogen;35.387406;134.536225
Hachi Kogen;35.385300;134.532300
Hachimantai;39.949931;140.927274
Hachimantai Resort Panorama;39.894159;140.976857
Haginoyama Shimin;43.164420;141.813085
Hagurosan;38.689200;139.986500
Hakkai Sanroku;37.105600;138.980800
Hakkoda;40.680904;140.831649
Hakodate Nanae;41.985400;140.750900
Hakodateyama;35.438523;135.986474
Hakone;35.240889;139.048375
Hakuba 47;36.684992;137.828478
Hakuba Cortina Romantic Ski Resort;36.774981;137.888995
Hakuba Highland;36.685600;137.868800
Hakuba Iwatake;36.716978;137.858598
Hakuba Minekata;36.664600;137.879400
Hakuba Norikura;36.764480;137.876673
Hakusan Chugu Onsen;36.276288;136.686673
Hakusan Sena Kogen;36.277300;136.685300
Hakusan Shiramine Onsen;36.174350;136.626627
Hanagasa Kogen;38.530200;140.507200
Hanamiyama;35.131300;133.409600
Hanawa;40.185700;140.830400
Happo-one;36.702078;137.837478
Harayama Shimin;36.126000;137.221800
Heavens Sonohara Snow World;35.447900;137.640900
Hida Highland;36.293200;137.209100
Hida Kawai;36.236100;137.085300
Hida Norikura Pentapia Snow World;36.166600;137.509900
Hidafunayama Snow Resort Alcopia;36.036700;137.263800
Hidaka Kokusai;42.866700;142.449000
Hidanagareha - Star Spur Ryokufu Resort Hida Nagareha;36.304000;137.243800
Hidatakayama;36.139000;137.436800
Hijiriyama Panorama;36.484600;138.020500
Hinode;43.314043;142.564472
Hinoemata;37.031300;139.407500
Hiraniwa Kogen;40.078800;141.511300
Hirasan;35.241700;135.931100
Hiraya Kogen Akasaka;35.302200;137.630100
Hirayu Onsen;36.181400;137.554600
Hirugano Kogen;36.002800;136.915500
Hiruzen Bear Valley;35.253800;133.600500
Hoppo Bunadaira;36.717100;138.507200
Horotachi;44.011500;142.141200
Hotaka Bokujo;36.792700;139.195100
Hounokidaira;36.172600;137.494600
Hunter Mountain Shiobara;36.936700;139.757200
Hyonosen Kokusai;35.358100;134.533000
Hyperbowl Tohachi;35.384200;134.569300
IOX Arosa;36.515606;136.821909
Ibi Kogen Kaitsuki;35.530300;136.424100
Ibukiyama;35.401200;136.396900
Ichirino Onsen;36.268361;136.716675
Iizuna;36.717078;138.139862
Iizuna Kogen;36.715500;138.142500
Ikawa Kainayama;33.955800;133.895600
Ikenotaira Onsen;36.866000;138.171300
Imabetsu Choei;41.168000;140.470300
Imajo 365;35.720000;136.147700
Imakane-cho Pilika;42.467200;140.204600
Ina Ski Resort;35.812700;137.918500
Inawashiro;37.576100;140.064300
Ipponsugi;36.931200;138.808100
Ishikari Heigen;43.260400;141.511400
Ishiuchi;36.990690;138.799150
Ishiuchi Hanaoka;36.988400;138.802500
Ishizuchi;33.803605;133.149027
Isshiki Kokusai;35.977900;136.987800
Itoigawa. Valle de Seaside;37.039028;137.862652
Itoshiro Charot Town;35.966300;136.775300
Itsukamachi;37.121310;138.892625
Iwaki Skyline;40.653185;140.292942
Iwakisan Hyakuzawa;40.627648;140.330684
Iwappara;36.912353;138.814741
Izumi Kogen Spring Valley;38.418748;140.723068
Izumigatake;38.390593;140.720668
Jeunesse Kurikoma;39.159288;140.726494
Jibuzaka Kogen;35.153000;137.674600
Jigatake;36.555600;137.807000
Joetsu;37.104209;138.226123
Kadohara;35.958400;136.603400
Kagura (Tashiro-Kagura-Mitsumata);36.854658;138.714299
Kaida Kogen Mia;35.930154;137.527436
Kamafuse;41.262481;141.137906
Kamihiruzen;35.321100;133.645500
Kamisunagawadake Kokusai;43.456800;142.023800
Kamiyubetsu-cho Gokazan;44.179500;143.614000
Kamoidake Kokusai;43.520100;142.016900
Kamui;43.699899;142.190872
Kamui Misaka;35.579900;138.756800
Kamuro;38.913400;140.397500
Kanayasan;37.100200;138.227900
Kanazawa;36.561306;136.656206
Kanbayashi;36.725400;138.450400
Kandatsu;36.911336;138.812996
Kanetsu Kokusai Ohara;37.355700;139.132400
Kanjo??i;36.557700;136.988600
Kannabe Kogen Appu Kannabe;35.498639;134.674544
Kannabe Kogen Ookayama;35.510100;134.718100
Karigahara;36.079612;136.520118
Karuizawa;36.636738;138.505521
Karuizawa Snow Park;36.416200;138.628000
Kasuga chojadaira;35.503100;136.454100
Katashina Kogen;36.812478;139.224189
Katsurazawa;43.251984;141.980965
Kawaba;36.764800;139.112500
Kayama Captain Coast;36.927700;138.875400
Kazawa Snow Field;36.468200;138.433100
Kenbuchi-cho Bibakarasu;44.101100;142.401900
Kenmin no Mori;34.480481;132.178011
Kirigamine;36.100000;138.166667
Kiroro;43.064826;140.991329
Kiso Fukushima;35.937900;137.672800
Kisokoma Kogen Shinwa;35.824600;137.779300
Kita Shiga Ryuo;36.786422;138.453486
Kitami Wakamatsu Shimin;43.750700;143.928300
Kitashiga Kogen;36.791000;138.451000
Kitashiga Yomase;36.782600;138.420400
Kitashinshu Kijimadaira;36.817500;138.406100
Kitashinshu Kitashiga Takaifuji;36.799383;138.426781
Kitashinshu Makinoiri;36.820255;138.392521
Kitashinshu Shinanodaira;36.857734;138.344413
Kitz Meadows;35.947981;138.413919
Koba World;43.017417;141.290207
Koide;37.226000;138.952300
Komagane Kogen;35.731800;137.874300
Komaruyama;36.795479;138.448166
Korakuen Kitahiroshima;42.928100;141.455300
Koshi Kogen;37.314000;138.886900
Kotobiki Forest Park;35.048200;132.771200
Koumi;36.085564;138.479483
Kujyu;33.100700;131.183500
Kuma Ski Land;33.718483;132.874447
Kunimidaira;39.055600;140.970500
Kunimidake;35.474200;136.418500
Kunizakai;35.528500;136.093900
Kuriko Kokusai;37.824100;140.264900
Kuriyamacho;43.064500;141.788800
Kurohime Kogen;36.826560;138.161349
Kuroshime;36.821970;138.168036
Kurumayama;36.096242;138.210658
Kusatsu;36.620792;138.596553
Kutsuki;35.329300;135.941000
Kuzuryu;35.896100;136.660700
Kyoto Hirogawara;35.266647;135.740838
Kyowa;39.680956;140.393119
Kyukamura Myoko;36.908400;138.170800
Kyukamura Nyuto;39.766544;140.758522
Listel Ski Fantasia;37.542632;140.149103
Ludens Yuzawa;36.906200;138.839400
Madarao Kogen;36.851588;138.290896
Maeyama;36.683400;138.502100
Makado Onsen;40.874690;141.069753
Makino Kogen Makino;35.497700;136.032500
Makomanai;42.921020;141.330833
Malnuma - Marunuma Kogen;36.810400;139.335500
Manba;35.494256;134.663694
Manza Onsen;36.637286;138.507567
Mashike Choei Syokanbetsudake;43.806300;141.535300
Masumizu Kogen;35.365300;133.520900
Matsudai Family;37.122800;138.608100
Matsunoyama Onsen;37.048100;138.601200
Matsuyama;38.354900;139.983700
Mayko - Centleisure Maiko Snow Resort;36.980000;138.827800
Megahira Onsen;34.498059;132.143951
Meihoski - Mehiou;35.939400;137.045200
Memuro;42.828200;142.988900
Mia Ski Resort;35.930154;137.527436
Miinohara;35.082800;133.112700
Mikata SnowPark;35.583617;134.553642
Mikawa Onsen;37.719800;139.393300
Mikawa-Mura;33.578100;132.949000
Mikuni;36.759200;138.777400
Minakami Houdaigi;36.837225;139.078452
Minakami Kogen;36.855250;139.076172
Minakami Kogen 200;36.858900;139.074000
Minakami Kogen Fujiwara;36.848800;139.068500
Minakami Okutone;36.803136;139.006510
Minami - Muikamachi Minami - Mt. Hakkai;37.109019;138.980917
Minami Furano;43.156700;142.560100
Minenohara Kogen;36.554300;138.355300
Minowa;37.650412;140.254568
Mitsui Greenland;43.167600;141.789100
Miyagi Zao Eboshi;38.127948;140.525943
Miyagi Zao Shichigasyuku;37.998873;140.366554
Miyagi Zao Shiroishi;38.067624;140.514114
Miyagi Zao Sumikawa Snow Park;38.135194;140.495431
Mizuho Highland;34.815853;132.398908
Mominoki Shinrin-Koen;34.473800;132.182900
Mondeus Hidakurayama;36.061200;137.226000
Morioka Highland;39.672800;141.078400
Moriyama Kogen;35.930500;136.521900
Moriyoshi;39.955100;140.800242
Mount Jeans Ski Resort Nasu;37.118750;139.984117
Mount Racey;43.047700;141.976400
Mountain Park Tsunan;37.021300;138.625800
Moya Hills;40.737890;140.793239
Muikamachi Hakkaisan;37.105300;138.980900
Mutsushi Kamafuseyama;41.261200;141.142600
Myoko Kogen Seki Onsen;36.902500;138.164300
Myoko Pine Valley;36.901569;138.250108
Myoko Ski Park;36.909400;138.181300
Myoko Suginohara;36.853900;138.158500
Naeba;36.792801;138.778034
Naganuma;43.039155;141.745631
Nagaoka Shiei;37.412700;138.893900
Nakasato Kiyotsu;37.017300;138.731200
Nakayamatoge Kogen;42.848302;141.094314
Nakazata Snow Wood;36.903700;138.853600
Namari Onsen;39.461700;140.996600
Nanao Korosa;36.973000;136.963300
Naqua Shirakami;40.687000;140.291600
Naruko;38.734080;140.709759
Nashiki;35.489078;134.671100
Naspa;36.928581;138.809511
Nasu Onsen Family;37.116000;139.986500
Nayoro Piyashiri;44.401200;142.519900
New Greenpia Tsunan;36.959600;138.690300
Nigorigo Onsen;35.930500;137.448900
Nihonmatsu Shiozawa;37.637300;140.333500
Nikko Kirifuri Kogen;36.800600;139.594700
Nikko Shobugahama;36.751500;139.436900
Nikko Yumoto;36.801200;139.420400
Niseko;42.881123;140.651730
Niseko Annupuri;42.848714;140.644897
Niseko Hanazono;42.853305;140.672153
Niseko Hirafu Resort;42.863788;140.693026
Niseko Kokusai Moiwa;42.848452;140.629974
Niseko Village - Higashiyama;42.872599;140.638294
Niseko Weiss;42.905438;140.664467
Nishidateyama;36.722000;138.563000
Nissho;42.973900;142.795300
Niyama Kogen;41.930672;140.634392
Nobeyama;35.926000;138.473100
Noboribetsu Kogen Sanraiba;42.520200;141.100000
Norikura Kogen Igaya;36.120000;137.620700
Norikura Kogen Onsen;36.119500;137.621200
Norn;36.744556;138.939086
Nozawa Onsen;36.921875;138.446050
Nozawa Onsen Hokuryuko Family;36.906100;138.427700
Nukabira Onsen;43.364335;143.189301
Numajiri;37.618283;140.229092
Numata-cho Takaho;43.819200;141.966800
Ogaya;35.216900;134.373800
Oguchimura;36.283888;136.652020
Ohana;36.795200;138.984800
Ohdai;39.519313;140.654739
Oheyama;35.474200;135.166400
Ojiro;35.464265;134.516219
Ojiya Yamamotoyama Kogen;37.279400;138.800400
Okudaizen;35.335900;133.561100
Okuibuki;35.522447;136.386852
Okukan;35.504627;134.652398
Okunakayamakogen;40.080900;141.192600
Okuradake Kogen;36.280600;136.541400
Okutadami Maruyama;37.158700;139.240500
Omagary Family - Omagari Ski Field;39.440950;140.433520
Omoshiroyama;38.332691;140.496376
Omote Manza;36.592500;138.517800
Onbara Kogen;35.305100;133.991200
Ontake;35.901466;137.538109
Ontake Ropeway;35.901437;137.536884
Orofure;42.555000;140.989300
Osa ski;34.741500;132.222700
Osorakan;34.583333;132.116667
Otaru Tenguyama;43.175331;140.974650
Otoifuji;44.719000;142.287400
Out Door in Motai;35.861700;136.960200
Owani Onsen;40.494626;140.575850
Oyasu Onsen;39.011016;140.658937
Oyu Onsen;37.190600;139.086700
Oze Tokura;36.850797;139.238375
Pallcall Tsumagoi;36.551800;138.467800
Parc Sugou;36.298200;137.222700
Pilatus;36.068012;138.301400
Pippu;43.935326;142.500626
President Resort Karuizawa Snow Park;36.423285;138.626749
Raicho Valley;36.565200;137.438000
Rakanzan Hight-Land;34.341600;132.056600
Rankoshi cho Chisenupuri;42.867700;140.598200
Rausu Chomin;44.016400;145.187300
Resort Park Onikoube;38.787002;140.639251
Rokkosan Jinko;34.767400;135.242529
Rokuroshi Kogen;36.018800;136.582300
Rosa Khutor;43.658434;140.289956
Rosse Sports Land;36.237200;137.355300
Royal Hill;36.102262;138.234613
Rusutsu-mura;42.752523;140.899435
Ryuoo;36.799247;138.424917
Sahoro;43.173547;142.802689
Saint Present Park;43.760056;142.303573
Sakae Club;36.992100;138.567700
Saku;36.248868;138.476831
Sanbe Onsen;35.124600;132.644500
Sapporo Bankei;43.028754;141.277831
Sapporo Kitahiroshima Prince Family;42.970100;141.531100
Sapporo Kokusai;43.071125;141.077080
Sapporo Moiwayama;43.014234;141.331211
Sapporo Teine;43.090002;141.209330
Sarukurayama;36.556400;137.227500
Seibuen Yuenchi Snowboard Park;35.861729;139.645482
Sendai Highland;38.298000;140.635700
Senhata;39.485360;140.648331
Sharicho Unabetsu;43.926132;144.808562
Shibataninoji NINOX;37.924700;139.470700
Shibetsu-shi Hinata;44.261000;142.348500
Shiga Kogen;36.705725;138.507900
Shiga Kogen Forester Shibutouge;36.664800;138.535900
Shiga Kogen Giant;36.718000;138.499100
Shiga Kogen Hoppobundaira Higashitateyama Nishidateyama;36.735800;138.515700
Shiga Kogen Ichinose Diamond Yamanokami;36.738300;138.515200
Shiga Kogen Ichinose Family;36.733900;138.524000
Shiga Kogen Kumanoyu;36.717171;138.482321
Shiga Kogen Okushiga Kogen;36.764300;138.537500
Shiga Kogen Sun Valley;34.687928;135.497419
Shiga Kogen Takamagahara Mammoth;36.727100;138.513000
Shiga Kogen Yakebitaiyama;36.753900;138.523200
Shiga Kogen Yokoteyama;36.720760;138.502474
Shimokura;39.898884;140.957150
Shin Akakura;37.901724;139.022778
Shin Tokura;35.291300;134.563100
Shinbo Family;35.855946;136.307625
Shinhotaka Ropeway;36.279600;137.582700
Shinnyuzan Ikoinomura;34.638300;132.214900
Shinshu Nomugitoge;36.048850;137.731162
Shintokuyama;43.089400;142.815400
Shiozawa;37.048039;138.828994
Shirakaba;36.556571;138.464060
Shirakaba 2 in 1;36.095500;138.258800
Shirakaba Kogen;36.122800;138.279500
Shirakaba Resort;36.106600;138.246300
Shirakabako;36.067864;138.253063
Shirakawago Hiraseonsen Shirayumi;36.183600;136.906800
Shirakigamine;36.409700;137.192400
Shiratori Kogen;35.957222;136.805103
Shirogane Ski Highland Parkhill Valley;43.472700;142.631800
Shizukuishi;39.775679;140.930418
Shizuokashi Riverwell Ikawa;35.235800;138.288200
Shokawa Kogen;36.059000;136.959600
Showa Sonei;37.343000;139.597400
Sitinohe - Shichinohechoei;40.699256;141.099750
Ski Jam Katsuyama;36.073377;136.555548
Ski Mobius;43.868652;143.924530
Ski Mobius;43.868652;143.924530
Ski Park Samubiki;34.795400;132.463100
Sky Shishiku;36.438000;136.651200
Sky Valley;35.398025;134.573336
Snova Hashima;35.333144;136.701919
Snow Clues Onze;43.145554;141.132173
Snow Park Shirao;35.895637;136.929215
Snow Resort Nekoyama;35.036300;133.201200
Snow Town Yeti Ski Resort;35.300617;138.768750
Snow Valley Toga;36.411800;137.043500
Snow World Tazawa;39.955099;140.491588
Snowboard World Heights;36.102972;138.241392
Snowpal Oguna Hotaka;36.772700;139.176200
Sol-Fa Oda;33.542286;132.834208
Sonei Kunohe;40.190200;141.406500
Soyumura 229 Ski Land;40.364969;141.071903
Sports Shinko Ishiuchi;37.002300;138.805900
Sportscom Urasa Kokusai;37.182000;138.928500
St Mary;38.218673;140.521186
Sugadaira;36.532000;138.339500
Suhara;37.325400;139.012400
Suishozan;40.174000;140.762300
Sun Alpina Aokiko;36.613262;137.842640
Sun Alpina Hakuba Sanosaka;36.629270;137.841535
Sun Alpina Kashimayari;36.597388;137.825111
Sun Marina Tamaniwa;37.888577;139.963499
Suzuran Kogen;36.006300;137.356500
Tadami;37.346256;139.310064
Taiheizan Opus;39.787428;140.219658
Tainai;38.013900;139.505800
Taira;36.586207;137.022221
Tajima Bokujo Kogen;35.514800;134.490500
Takahata;37.996403;140.180258
Takanbo;36.376300;136.870300
Takano Kogen;35.003100;133.187300
Takasu;43.844706;142.351128
Takinouecho Sakuragaoka;44.188700;143.110500
Tambara;36.779651;139.074562
Tangram;36.853761;138.262901
Tanigawa Onsen White Valley;36.628056;138.957167
Tanigawadake Tenjindaira;36.815600;138.956300
Tannenomori Okojo;36.733900;138.524000
Taranokidai;38.649400;139.986500
Tateshina Tokyu;36.066300;138.258400
Tateyama Sangaku;36.576612;137.595964
Tayama;40.129200;140.950900
Tazawako;39.761000;140.763100
Tazawako Kogen Assle;39.776000;140.769500
Teine Highland;43.084239;141.204740
Teine Olyimpia;43.095509;141.214510
Tendo Kogen;38.347811;140.483066
Tenei;37.263400;139.970700
Tengamori;39.675200;140.397400
Tengendai Kogen;37.774702;140.135587
Tengu Kogen;33.470700;133.018400
Tenpoku;44.782600;142.521000
Terakoya;36.728500;138.517700
Togakushi;36.753036;138.091572
Togari;36.916667;138.383333
Tonami Yumenotaira;36.581300;137.024100
Torigoe Kogen Dainichi;36.293657;136.560840
Towadako Onsen;40.582600;140.988283
Toyotomi Onsen Choei;45.071800;141.846400
Tsubame Onsen;36.897800;138.151400
Tsubetsu;43.573100;144.187600
Tsuchitaru;36.869100;138.865500
Tsugaike Kogen;36.757298;137.864288
Tsuguro Kogen;35.253700;133.802000
Tsunogami;37.711100;139.474300
Tsuruga Kokusai;35.535500;136.103300
Tsurugisan;33.872100;134.057900
Uenono;38.734552;140.711007
Ukiuki - Chateraise Ski Resort;35.930388;138.499208
Unazuki Onsen;36.809800;137.587000
Ura Bandai;37.628300;140.073000
Urabandai Nekoma;37.624900;140.041000
Urasa;37.161000;138.914800
Ushidake;36.573980;137.055978
Utopia Saioto;34.779100;132.316100
Wada Toge;36.145200;138.143200
Wakabuna Kogen;38.055900;139.631700
Wakasa Hyonosen;35.353239;134.490931
Wakasugi Kogen Oya;35.280000;134.591500
Wakkanai Komadori;45.385200;141.693700
Wakkanaishi Koen;45.414800;141.671800
Washigatake;35.332069;136.701994
Wassamu Higashiyama;44.030500;142.418400
White Pia Takasu;35.959500;136.928100
White Valley Matsubara;34.646500;132.242700
White World Oze Iwakura;36.814592;139.219922
Winghills Shirotori Resort;35.963800;136.805300
Yabuhara Kogen;35.962411;137.728789
Yachiho;36.136944;138.471860
Yakeyama Onsen;36.990900;138.015600
Yakurai Family;38.573262;140.719025
Yamada Bokujo;36.661100;138.464600
Yamada Onsen;36.672500;138.428900
Yamagata Akakura;38.705741;140.545498
Yamagata Zao Onsen;38.164700;140.411200
Yanaba;36.605171;137.854936
Yasakacho Swiss-mura;35.689600;135.202800
Yatsugatake Sailer Valley;35.928300;138.503600
Yawata Kogen191;34.691300;132.163300
Yogo Kogen;35.698250;136.158012
Yogoshiyama;40.921660;140.987823
Yokomuki Onsen;37.654300;140.264500
Yokone;38.069700;139.734900
Yokote Koen;39.162190;140.621387
Yokotsudake Kokusai;41.914200;140.769000
Yonezawa;37.864802;140.231478
Yu Land Sakauchi;35.607800;136.403700
Yudonosan;38.572494;139.941720
Yunishigawa Onsen;36.957200;139.590000
Yunomaru;36.419000;138.424400
Yunotani Yakushi;37.231400;138.995000
Yuubari Mt Racey;43.049312;141.972710
Yuzawa;39.164072;140.494781
Yuzawa Kogen;36.935339;138.807361
Yuzawa Nakazato;36.906000;138.852000
Yuzawa Park;36.923900;138.862000
Zao Liza;38.124040;140.398019
Zao Onsen;38.128208;140.374546
Zao Sarukura;38.125900;140.379300
kurobushi Kogen Snow Park Jangle Jungle;38.438095;140.539163
