Resort;Country;Latitude;Longitude
Skilift Am Lindenberg Ilmenau;Germany;50.673222;10.902505
Skilift Am Pappenheimer Berg;Germany;50.487528;11.173331
Skilift Am Petersberg;Germany;50.475601;11.071408
Skilift Am Seimberg Brotterode;Germany;50.818227;10.445768
Skilift Burgbernheim;Germany;49.444620;10.303513
Skilift Donnstetten;Germany;48.514956;9.560251
Skilift Eisenberg;Germany;50.893916;9.522251
Skilift Entenberg;Germany;49.447791;11.367699
Skilift Geitau;Germany;47.690490;11.962983
Skilift Genkingen;Germany;48.409922;9.173318
Skilift Hasslach;Germany;50.397684;11.380943
Skilift Hohenberg;Germany;49.020169;10.032390
Skilift Hohes Gras;Germany;51.301722;9.347938
Skilift Inselsberg Tabarz;Germany;50.874723;10.515134
Skilift Latta;Germany;50.051526;11.809931
Skilift Lautlingen;Germany;48.253769;9.030858
Skilift Meissner;Germany;51.204947;9.848664
Skilift Neubau;Germany;50.011702;11.837295
Skilift Neustadt/Rstg;Germany;50.581748;10.934137
Skilift Pfeffingen;Germany;48.252295;8.961845
Skilift Rehefeld-Zaunhaus;Germany;50.729660;13.696456
Skilift Rothenberg;Germany;49.555865;11.356262
Skilift Salzwinkel;Germany;48.455292;9.914964
Skilift Schellerau;Germany;50.763458;13.755028
Skilift Schlossberg;Germany;48.085233;8.329268
Skilift Spies;Germany;49.683417;11.418950
Skilift Tannenberg;Germany;49.930207;11.859656
Skilift Truchtelfingen;Germany;48.238389;9.016413
Skilift am Ersteberg Masserberg;Germany;50.522663;10.966411
Skilift am Rudletzholzer Hang;Germany;49.119879;11.129033
Skilift am Wartberg;Germany;50.176599;12.185354
Skilift im Heum?derntal - Treuchtlingen;Germany;48.959049;10.889310
Skilifte Hempelsberg und Geiersberg;Germany;50.001948;11.805388
Skilifte Herchenhain;Germany;50.478825;9.271821
Skilifte Hoherodskopf;Germany;50.510145;9.223469
Skilifte Taufstein;Germany;50.516766;9.238708
Skilifte Treffelhausen;Germany;48.699911;9.905898
Skilifte Wasserkuppe;Germany;50.500521;9.942296
Skilifte Wiesensteig;Germany;48.578136;9.617485
Skilifte wasserkuppe;Germany;50.502391;9.945314
Skipiste Heibek;Germany;51.630743;10.466232
Skizentrum Ludwigsstadt;Germany;50.482738;11.384256
Skizentrum Pfulb;Germany;48.537938;9.532208
Skizentrum Thoma;Germany;47.908606;8.084900
Spieserlifte Unterjoch;Germany;47.536601;10.412338
Spitzingsee;Germany;47.664116;11.889210
St. Blasien - Menzenschwand;Germany;47.758951;8.127836
Steibis;Germany;47.526683;10.021370
Steinberg;Germany;48.821379;13.192279
Sternrodt;Germany;51.317953;8.549169
Stollenbach;Germany;47.902707;7.980452
Sudelfeld;Germany;47.676352;12.051872
Tegelberg;Germany;47.571662;10.757155
Tettauer Skiliftbetriebe;Germany;50.449326;11.276620
Todtmoos;Germany;47.760926;7.978272
Todtnauer;Germany;47.850992;7.939861
Torfhaus / Oberharz;Germany;51.801922;10.536906
Unterstmatt;Germany;48.628058;8.206015
Vesser - Adlersberg;Germany;50.591492;10.766505
Vitales Land-Tirol Allg?u;Germany;47.557029;10.622380
WSV Ebingen;Germany;48.207190;8.994450
Waldau;Germany;47.973129;8.146933
Wallberg;Germany;47.668989;11.779580
Wendelstein;Germany;47.701356;12.009220
Westernberg;Germany;47.764487;12.636451
Wildewiese;Germany;51.240469;7.998603
Willingen;Germany;50.667139;8.087128
Winterberg;Germany;51.193422;8.533303
Wurmberg;Germany;51.756653;10.618733
Zueschen;Germany;51.152647;8.561867
Zugspitze;Germany;47.439595;11.047264
3-5 Pigadia;Greece;40.641573;21.967093
Chrysso Elafi;Greece;40.550000;22.016667
Elatohori;Greece;40.312946;22.256025
Falakro;Greece;41.294722;24.095000
Kalavrita;Greece;38.006966;22.197321
Karakoli;Greece;39.773233;21.176338
Karpenissi;Greece;38.942133;21.806636
Lailias;Greece;41.147636;23.573227
Mainalo;Greece;37.650781;22.263319
Paggaio;Greece;40.909650;24.096875
Parnassos;Greece;38.565561;22.585417
Pertouli;Greece;39.540717;21.466108
Pilio;Greece;39.400000;23.033333
Profitis Ilias;Greece;39.785045;21.158950
Seli (Vermio);Greece;40.550000;22.016667
Vasilitsa;Greece;40.033333;21.083333
Vigla - Pisoderi;Greece;40.766538;21.254100
Vitsi;Greece;40.603333;21.320299
Vrissopoules (Opympos);Greece;40.090000;22.350000
Ammassalik - Tasiilaq;Greenland;65.666667;-37.333333
Sisorarfiit;Greenland;64.189216;-51.660861
Solbakken Skilift;Greenland;66.937471;-53.532590
Ajka;Hungary;47.081839;17.549094
Bodajk;Hungary;47.319136;18.221239
B?nk?t S?klub;Hungary;48.154650;20.497189
Dobogoko;Hungary;47.720908;18.906881
Dunak?ml?d;Hungary;46.658756;18.863742
Epleny;Hungary;47.212489;17.929878
Galyatet?;Hungary;47.915819;19.918542
K?kestet?;Hungary;47.872478;20.006269
M?traszentimre;Hungary;47.912163;19.869689
M?traszentistv?n;Hungary;47.924269;19.868422
M?traszentl?szl?;Hungary;47.922817;19.884133
Nagy-Hideg-hegy;Hungary;47.930733;18.925489
Salg?tarj?n;Hungary;48.125268;19.893703
Sopron;Hungary;47.663644;16.572203
Szilv?sv?rad;Hungary;48.098134;20.393130
S?toralja?jhely;Hungary;48.405403;21.634961
S?r;Hungary;47.366844;18.022992
Tokaj;Hungary;48.124417;21.382347
Visegr?d;Hungary;47.799678;18.990847
Zebeg?ny;Hungary;47.838875;18.894156
Bl?fj?ll;Iceland;63.800000;-19.166667
Dalvik;Iceland;65.969749;-18.546664
Hlidarfjall Akureyri;Iceland;64.633333;-14.666667
H?sav?k;Iceland;65.404068;-13.698110
Isafjordur;Iceland;66.066667;-23.233333
Oddsskar?;Iceland;65.037524;-14.197941
Olafsfjordur;Iceland;66.066276;-18.652028
Siglufjordur;Iceland;66.116667;-18.900000
Sk?lafell;Iceland;64.240534;-21.462361
Snaefellsjokull;Iceland;64.809788;-23.755401
Stafdalur;Iceland;65.245208;-14.043961
Tindast?l;Iceland;65.778688;-19.765584
Auli;India;30.529182;79.566529
Gulmarg;India;34.049999;74.379997
Narkanda;India;31.248243;77.435929
Patnitop;India;33.090554;75.326871
Ab Ali;Iran;35.769993;51.990575
Darbandsar;Iran;36.021034;51.476936
Dizin;Iran;36.049536;51.416523
Sepidan Ski Resort;Iran;30.269998;52.020013
Shemshak;Iran;36.016667;51.500000
Tochal;Iran;35.885285;51.405966
Mount Hermon;Israel;33.261539;35.740435
Abetone;Italy;44.145154;10.665008
Adamello Ski;Italy;46.257046;10.506898
Alagna Valsesia;Italy;45.854245;7.937364
Alba - Ciampac;Italy;46.465887;11.781464
Alpe Cermis - Cavalese;Italy;46.290172;11.460538
Alpe Devero;Italy;46.314347;8.260810
Alpe di Siusi - Seiser Alm;Italy;46.541111;11.644722
Alta Badia;Italy;46.554928;11.855815
Altopiano di Asiago;Italy;45.874047;11.509225
Aprica;Italy;46.132007;10.163034
Arabba;Italy;46.496308;11.874000
Argentera;Italy;44.396263;6.938113
Artesina;Italy;44.248958;7.759823
Auronzo Misurina;Italy;46.575622;12.257108
Bardonecchia;Italy;45.070473;6.695847
Bellino;Italy;44.580537;7.017237
Bielmonte;Italy;45.663467;8.083482
Bolognola;Italy;42.988969;13.240895
Bormio;Italy;46.444165;10.389624
Borno;Italy;45.949587;10.199739
Brembo Ski;Italy;46.021151;9.781476
Bruncu Spina;Italy;40.021714;9.303206
Brusson Palasinaz;Italy;45.756969;7.762173
Caldirola;Italy;44.727694;9.149865
Camigliatello Silano;Italy;39.330000;16.421375
Campitello Matese;Italy;41.463214;14.392150
Campo Catino;Italy;41.834556;13.336426
Campo Felice;Italy;42.211589;13.456469
Campo Imperatore;Italy;42.426250;13.530774
Campo Staffi;Italy;41.925856;13.337694
Campo Stella;Italy;42.558884;12.945571
Campo di Giove;Italy;41.994552;14.069924
Canazei;Italy;46.476735;11.772458
Capracotta;Italy;41.834389;14.265333
Careggine;Italy;44.095828;10.315197
Carezza;Italy;46.409813;11.574955
Carona;Italy;46.024083;9.789957
Casone di Profecchia;Italy;44.210558;10.445056
Caspoggio;Italy;46.259025;9.862149
Catinaccio;Italy;46.419537;11.674556
Cervatto - Oro Nero;Italy;45.883052;8.162100
Cervinia;Italy;45.934513;7.631203
Cesana Torinese;Italy;44.953052;6.793751
Chamois;Italy;45.838435;7.622026
Champoluc;Italy;45.831623;7.726255
Champorcher;Italy;45.624235;7.620673
Chiesa Valmalenco;Italy;46.273066;9.854910
Chiomonte - Frais;Italy;45.102229;6.993967
Cinque Torri;Italy;46.518761;12.038133
Civetta;Italy;46.397031;12.099219
Claviere;Italy;44.938797;6.750335
Cogne;Italy;45.608252;7.356132
Col Rodella;Italy;46.496502;11.751380
Colere Ski area 2200;Italy;45.975333;10.083926
Colfosco;Italy;46.554928;11.855815
Conzorcio Brentonico;Italy;45.779602;10.943057
Corno alle Scale;Italy;44.119806;10.829827
Corno del Renon;Italy;46.576454;11.446476
Cortina d Ampezzo;Italy;46.532355;12.173538
Corvara;Italy;46.551793;11.871055
Courmayeur;Italy;45.811918;6.957687
Crissolo;Italy;44.698586;7.158658
Desertetto;Italy;44.278778;7.398759
Doganaccia 2000;Italy;44.121094;10.774964
Dolomiti Superski;Italy;46.554928;11.855815
Domobianca;Italy;46.096437;8.239009
Eisacktal - Valle Isarco;Italy;46.815598;11.659369
Entracque;Italy;44.240588;7.397581
Eremo Monte Carpegna;Italy;43.801141;12.320506
Falcade - Passo San Pellegrino;Italy;46.349250;11.861987
Folgaria;Italy;45.932289;11.195841
Folgarida;Italy;46.302500;10.867056
Foppolo;Italy;46.042815;9.758611
Forca Canapine;Italy;42.755227;13.194473
Forca Canapine;Italy;42.755648;13.195333
Forni di Sopra;Italy;46.427756;12.572344
Frabosa Soprana;Italy;44.288705;7.806230
Frontignano di Ussita;Italy;42.919846;13.154442
Gambarie;Italy;38.164850;15.839606
Garessio;Italy;44.206169;8.015295
Gaver;Italy;45.924649;10.455435
Gitschberg Meransen - Maranza;Italy;46.815048;11.663740
Gressoney-Saint-Jean;Italy;45.759947;7.830477
Gressoney-la-Trinit?;Italy;45.775185;7.827759
Haider Alm - Malga San Valentino;Italy;46.763864;10.524526
Haunold Baranci;Italy;46.730095;12.280609
Hochpustertal - Alta Pusteria;Italy;46.728438;12.285410
Innichen - San Candido;Italy;46.728438;12.285410
Jochgrim - Oclini;Italy;46.352024;11.483760
Jochtal Vals - Valles;Italy;46.849815;11.622498
Karfen;Italy;45.315385;7.302593
Kaunertaler-gletscher;Italy;46.848929;10.733590
Klausberg;Italy;46.996020;11.980294
Kronplatz - Plan de Corones;Italy;46.738650;11.958259
La Baitina - Druogno;Italy;46.135963;8.437204
La Magdeleine;Italy;45.811063;7.620169
La Thuile;Italy;45.716748;6.948807
La Villa;Italy;46.586884;11.905626
Laceno;Italy;40.789266;15.097217
Ladurns;Italy;46.939052;11.444227
Lagazuoi;Italy;46.529958;12.012433
Latemar;Italy;46.342190;11.540838
Lavarone;Italy;45.937918;11.275742
Limone Piemonte;Italy;44.201391;7.576201
Linguaglossa;Italy;37.793476;15.038744
Livigno;Italy;46.545090;10.141341
Lizzola;Italy;46.023690;10.013957
Lorica;Italy;39.281692;16.456597
Lurisia Montepigna 2002;Italy;44.303700;7.708042
Luson;Italy;46.744621;11.761425
Macesnovc;Italy;46.491541;13.707328
Macugnaga;Italy;45.970779;7.951406
Madonna di Campiglio;Italy;46.226259;10.826111
Marilleva;Italy;46.302483;10.810163
Marmolada;Italy;46.454522;11.868303
Maseben;Italy;46.838119;10.642490
Mendola Ruffr?;Italy;46.405926;11.206484
Merano 2000;Italy;46.669104;11.163986
Moena - Alpe di Lusia;Italy;46.378252;11.663398
Monesi di Triora;Italy;44.075373;7.745730
Monte Amiata;Italy;42.888087;11.624887
Monte Avena/Croce d'Aune;Italy;46.037193;11.815882
Monte Bondone;Italy;46.052040;11.071351
Monte Catria;Italy;43.460340;12.704552
Monte Cimone;Italy;44.216201;10.691199
Monte Fumaiolo;Italy;43.788563;12.070230
Monte Nerone;Italy;43.557841;12.518660
Monte Piselli;Italy;42.787338;13.581504
Monte Piselli;Italy;42.798552;13.566230
Monte Prata;Italy;42.870177;13.180504
Monte S. Vigilio;Italy;46.651515;11.102274
Montecampione;Italy;45.829366;10.183789
Monterosa;Italy;45.859089;7.812149
Mottarone;Italy;45.884828;8.455593
Nassfeld;Italy;46.559288;13.276591
Nevegal;Italy;46.091497;12.277453
Nicolosi Nord;Italy;37.700922;14.999265
Oropa;Italy;45.627680;7.979854
Ortler Skiarena;Italy;46.651515;11.102274
Ovindoli Magnola;Italy;42.145267;13.497197
Padola/Valcomelico;Italy;46.666393;12.377289
Paesana Pian Mun?;Italy;44.640649;7.238979
Paganella;Italy;46.175094;11.068480
Palumbo Sila;Italy;39.193397;16.646778
Panarotta 2002;Italy;46.041830;11.310860
Passo Godi;Italy;41.900260;13.883780
Passo Lanciano - Majelletta;Italy;42.187814;14.101597
Passo Maniva;Italy;45.816738;10.400219
Passo Tonale;Italy;46.260802;10.587057
Pedraces;Italy;46.610982;11.895225
Pejo;Italy;46.354116;10.665616
Pescasseroli;Italy;41.814836;13.763181
Pescocostanzo;Italy;41.888736;14.055956
Pfelders - Plan;Italy;46.795719;11.090030
Piamprato;Italy;45.554493;7.575113
Pian delle Betulle;Italy;46.029503;9.403250
Piancavallo;Italy;46.107358;12.510569
Piani di Bobbio;Italy;45.941289;9.469899
Piano Battaglia;Italy;37.877267;14.026355
Piazzatorre;Italy;45.993449;9.693990
Piazzatorre - Val Brembana;Italy;45.987897;9.683425
Pila;Italy;45.685692;7.309653
Pinzolo;Italy;46.160026;10.765421
Plose;Italy;46.695618;11.733509
Ponte di Legno;Italy;46.259529;10.509851
Pontechianale;Italy;44.622368;7.031284
Pozza Aloch - Buffaure;Italy;46.446500;11.771433
Pragelato;Italy;45.015526;6.942049
Prali;Italy;44.889048;7.048747
Prati di Mezzo;Italy;41.660122;13.929075
Prato Selva;Italy;42.552203;13.538275
Pratonevoso;Italy;44.256254;7.789042
Pratti di Tivo;Italy;42.501408;13.555525
Presolana - Monte Pora;Italy;45.901914;10.104347
Ratschings Jaufen - Racines Giovo;Italy;46.883153;11.379836
Recoaro 1000;Italy;45.678360;11.219101
Reinswald - San Martino;Italy;46.688736;11.417911
Rh?mes-Notre-Dame;Italy;45.569584;7.117882
Rivisondoli;Italy;41.873300;14.066191
Roccaraso;Italy;41.847663;14.079944
Rosskopf - Monte Cavallo;Italy;46.898751;11.429427
Rucas di Bagnolo;Italy;44.758926;7.220019
Saint Rhemy - Crevacol;Italy;45.821100;7.178300
Sampeyre;Italy;44.578887;7.188572
San Cassiano;Italy;46.571125;11.934752
San Colombano;Italy;45.810945;10.372407
San Domenico - Ciamporino;Italy;46.250539;8.189661
San Giacomo di Roburent;Italy;44.292077;7.876394
San Leonardo;Italy;42.051807;13.992395
San Martino di Castrozza - Passo Rolle;Italy;46.264222;11.799698
San Simone;Italy;46.042445;9.706604
San Vito di Cadore;Italy;46.461278;12.208296
Sansicario;Italy;44.962439;6.818253
Santa Caterina Valfurva;Italy;46.410997;10.499929
Santa Cristina - St. Christina - S. Crestina;Italy;46.558929;11.728302
Santa Croce;Italy;46.610553;11.909303
Sappada;Italy;46.559033;12.683281
Sarnano/Sassotetto;Italy;43.035796;13.299241
Sauze d'Oulx;Italy;45.027474;6.859624
Scanno;Italy;41.885809;13.871269
Schia;Italy;44.000000;10.000000
Schilpario;Italy;46.008798;10.158756
Schwemmalm - Malga Guazza;Italy;46.546288;10.940656
Sch?neben - Belpiano;Italy;46.804843;10.489492
Sciovia Berio - Ollomont;Italy;45.850269;7.310824
Scopello;Italy;45.773578;8.094655
Sella Nevea;Italy;46.387331;13.473348
Selva - Wolkenstein;Italy;46.545620;11.771420
Selvarotonda;Italy;42.535121;13.098793
Sestriere;Italy;44.960738;6.879778
Sexten - Sesto;Italy;46.703357;12.350350
Ski Center Latemar;Italy;46.385909;11.524009
Speickboden;Italy;46.930104;11.926907
Spiazzi di Gromo;Italy;45.970272;9.959742
Stelvio;Italy;46.510235;10.459526
Sulden am Ortler;Italy;46.530762;10.588760
Tarscher Alm;Italy;46.580620;10.888331
Tarvisio;Italy;46.505756;13.557975
Teglio;Italy;46.172773;10.066954
Terminillo;Italy;42.497747;13.011147
Torgnon;Italy;45.816589;7.553628
Trafoi;Italy;46.552055;10.510630
Usseglio;Italy;45.232821;7.217239
Val Fiorentina;Italy;46.409811;12.091511
Val Formazza;Italy;46.373926;8.427815
Val Gardena;Italy;46.555665;11.756399
Val Palot;Italy;45.800020;10.171260
Val Senales;Italy;46.748817;10.786780
Val di Fassa;Italy;46.429852;11.691889
Val di Funes - St Magdalena;Italy;46.640875;11.714563
Val di Luce;Italy;44.130319;10.630861
Valchiavenna;Italy;46.280083;9.398622
Valdidentro San Colombano;Italy;46.473591;10.300458
Valgerola Pescegallo;Italy;46.037631;9.572472
Valgrisanche;Italy;45.636935;7.068911
Valle Vigezzo;Italy;46.139160;8.476951
Valsavarenche;Italy;45.590215;7.208467
Valtorta;Italy;45.977562;9.532664
Via Lattea;Italy;44.957606;6.881160
Villagrande di Montecopiolo;Italy;43.838520;12.351851
Watles;Italy;46.711900;10.496400
Zoncolan;Italy;46.511764;12.950578
Zum Zeri;Italy;44.388133;9.753056
Abashiri Lake View;Japan;43.985800;144.232300
Aburazaka Ski Park;Japan;35.871400;136.837500
Adatara Kogen;Japan;37.618283;140.229092
Aizu Bange Choei;Japan;37.588300;139.801500
Aizu Kogen Daikurayama;Japan;37.177100;139.641500
Aizu Kogen Nango;Japan;37.260500;139.550900
Aizu Kogen Takahata;Japan;37.098500;139.455700
Aizu Kogen Takatsue;Japan;37.108100;139.618700
Ajigasawa;Japan;40.694431;140.282561
Ajigasawa Hakodate Nanae;Japan;41.986583;140.747749
Akabane;Japan;39.275200;141.569500
Akabirayama;Japan;43.535400;142.058800
Akagisan Daisan;Japan;36.541200;139.185000
Akakura Kanko Resort;Japan;37.063200;138.891100
Akakura Onsen;Japan;36.883300;138.166600
Akakura Onsen Ski Resort - Kumado;Japan;36.890538;138.173900
Akan Royal Valley;Japan;43.102200;144.136700
Akazawa;Japan;36.728700;138.830400
Akinomiya;Japan;38.954696;140.542430
Akita Hachimantai;Japan;39.978295;140.801936
Akoyama;Japan;35.547463;136.220602
Alpha Resort Tomamu;Japan;43.065408;142.617489
Alts Bandai Kokusai;Japan;37.599400;140.036000
Amihari Resort;Japan;39.821243;140.936251
Ani;Japan;39.955099;140.491588
Aomori Ski Area;Japan;40.679815;140.830760
Aonoyama Higashi;Japan;34.454500;131.814400
Appi Kogen;Japan;40.002168;140.970366
Apple Kannabe;Japan;35.501400;134.679700
Arai Funaokayama;Japan;37.007900;138.253400
Arai Mountain & Spa;Japan;36.994800;138.182100
Araragi Kogen;Japan;35.404800;137.670100
Arashiyama Shimin;Japan;43.795100;142.310300
Asahi Prime;Japan;36.116200;137.833900
Asahi Shizen kan;Japan;38.303100;140.067500
Asahidake Onsen - Asari;Japan;43.653693;142.798759
Asahimura Budo;Japan;38.386800;139.558000
Asama 2000;Japan;36.556571;138.464060
Asama Kogen Family;Japan;36.556623;138.464203
Asarigawa Onsen;Japan;43.141700;141.037500
Ashibetsu;Japan;43.530200;142.205200
Ashikuraji;Japan;36.581500;137.401900
Asosan;Japan;32.880700;131.067100
Awasuno;Japan;36.574260;137.444798
Axiom;Japan;37.289637;139.000072
Azuma;Japan;37.730000;140.250000
Banshogahara;Japan;36.258200;138.113800
Bansyu Tokura;Japan;35.285400;134.544000
Beruku Yogo;Japan;35.692900;136.165200
Bibai;Japan;43.317600;141.948700
Biei Chomin;Japan;43.587000;142.448400
Birao;Japan;43.502700;144.428000
Biwako;Japan;35.547430;136.220625
Blanche Takayama;Japan;36.143987;138.208576
Ca et la Ski Resort Oze;Japan;36.815039;139.221939
Canmoa Ski Village;Japan;43.727400;142.310300
Centleisure Maiko Snow Resort;Japan;36.980000;138.827800
Charmant Hiuchi;Japan;37.000800;138.074600
Chateau Shiozawa;Japan;37.057200;138.831600
Chausuyama Kogen;Japan;35.223072;137.659336
Chikusa Kogen;Japan;35.220367;134.390094
Choei Anpeizan;Japan;42.861500;141.801300
Choei Kanayama;Japan;43.735700;144.929300
Choei Yuda;Japan;39.337200;140.791500
Chokai - Okojoland Ski Area;Japan;39.169976;140.124633
Chokai-Kogen Yashima;Japan;39.191160;140.092633
Ciao Ontake Snow Resort;Japan;35.945425;137.485786
Cupid Valley - Valle de Cupido;Japan;37.056500;138.492400
Daily Shirotori Snow Resort;Japan;35.893700;136.931500
Daisen Goenzan;Japan;35.397389;133.534710
Daisen Kagamiganaru;Japan;35.344100;133.594500
Daisen Kokusai;Japan;35.393900;133.537600
Daisen Nakanohara;Japan;35.390500;133.538400
Daisen Ski Resort;Japan;35.398929;133.542537
Daisen Uenohara;Japan;35.388500;133.539200
Daisetsuzan Kurodake;Japan;43.704639;142.935180
Dogoyama Kogen;Japan;35.063000;133.216200
Dolphin Valley;Japan;35.041800;133.044300
Dynaland;Japan;35.988700;136.869400
Echo;Japan;36.120650;138.207758
Edelweiss Ski Resort;Japan;36.920100;139.756100
Engaru Rock Valley;Japan;44.019800;143.501700
Esashi Shiei Koeji;Japan;39.151900;141.363800
Esashicho Mikasayama;Japan;44.930700;142.568700
Fairy Land Kaneyama;Japan;37.444208;139.535081
First Ishiuchi;Japan;36.971200;138.816700
Fujimi;Japan;35.910665;138.207132
Fujimi Panorama;Japan;35.906600;138.213200
Fujino Healthland Kokusai;Japan;42.953776;141.278881
Fujisato Choei;Japan;40.322306;140.291475
Fujiten;Japan;35.442272;138.688406
Fukagawa;Japan;43.682618;142.103770
Fukui Izumi;Japan;35.939547;136.691689
Furano;Japan;43.339299;142.362953
Furuhira Kazokuryokomura;Japan;43.254800;140.661900
Gala Yuzawa;Japan;36.950550;138.799475
Gassan Resort;Japan;38.523625;140.006476
Geihoku Ginrei;Japan;34.725700;132.296700
Geihoku Kokusai;Japan;34.718900;132.244400
Geihoku Miwa;Japan;34.736300;132.364800
Geto Kogen;Japan;39.236456;140.905543
Gojome Koiji;Japan;39.912400;140.224800
Gokase Highland;Japan;32.575500;131.117500
Gokurakuzaka;Japan;36.566300;137.422700
Goryu;Japan;36.663077;137.836518
Gran Deco;Japan;37.695400;140.134900
Grandee Hatoriko Ski Resort;Japan;37.209800;140.020400
Greenpia Onuma;Japan;41.999100;140.605000
Greenpia Tsunan;Japan;37.024849;138.619880
Gujo Kogen;Japan;35.969600;136.944600
Hachi Kita Kogen;Japan;35.387406;134.536225
Hachi Kogen;Japan;35.385300;134.532300
Hachimantai;Japan;39.949931;140.927274
Hachimantai Resort Panorama;Japan;39.894159;140.976857
Haginoyama Shimin;Japan;43.164420;141.813085
Hagurosan;Japan;38.689200;139.986500
Hakkai Sanroku;Japan;37.105600;138.980800
Hakkoda;Japan;40.680904;140.831649
Hakodate Nanae;Japan;41.985400;140.750900
Hakodateyama;Japan;35.438523;135.986474
Hakone;Japan;35.240889;139.048375
Hakuba 47;Japan;36.684992;137.828478
Hakuba Cortina Romantic Ski Resort;Japan;36.774981;137.888995
Hakuba Highland;Japan;36.685600;137.868800
Hakuba Iwatake;Japan;36.716978;137.858598
Hakuba Minekata;Japan;36.664600;137.879400
Hakuba Norikura;Japan;36.764480;137.876673
Hakusan Chugu Onsen;Japan;36.276288;136.686673
Hakusan Sena Kogen;Japan;36.277300;136.685300
Hakusan Shiramine Onsen;Japan;36.174350;136.626627
Hanagasa Kogen;Japan;38.530200;140.507200
Hanamiyama;Japan;35.131300;133.409600
Hanawa;Japan;40.185700;140.830400
Happo-one;Japan;36.702078;137.837478
Harayama Shimin;Japan;36.126000;137.221800
Heavens Sonohara Snow World;Japan;35.447900;137.640900
Hida Highland;Japan;36.293200;137.209100
Hida Kawai;Japan;36.236100;137.085300
Hida Norikura Pentapia Snow World;Japan;36.166600;137.509900
Hidafunayama Snow Resort Alcopia;Japan;36.036700;137.263800
Hidaka Kokusai;Japan;42.866700;142.449000
Hidanagareha - Star Spur Ryokufu Resort Hida Nagareha;Japan;36.304000;137.243800
Hidatakayama;Japan;36.139000;137.436800
Hijiriyama Panorama;Japan;36.484600;138.020500
Hinode;Japan;43.314043;142.564472
Hinoemata;Japan;37.031300;139.407500
Hiraniwa Kogen;Japan;40.078800;141.511300
Hirasan;Japan;35.241700;135.931100
Hiraya Kogen Akasaka;Japan;35.302200;137.630100
Hirayu Onsen;Japan;36.181400;137.554600
Hirugano Kogen;Japan;36.002800;136.915500
Hiruzen Bear Valley;Japan;35.253800;133.600500
Hoppo Bunadaira;Japan;36.717100;138.507200
Horotachi;Japan;44.011500;142.141200
Hotaka Bokujo;Japan;36.792700;139.195100
Hounokidaira;Japan;36.172600;137.494600
Hunter Mountain Shiobara;Japan;36.936700;139.757200
Hyonosen Kokusai;Japan;35.358100;134.533000
Hyperbowl Tohachi;Japan;35.384200;134.569300
IOX Arosa;Japan;36.515606;136.821909
Ibi Kogen Kaitsuki;Japan;35.530300;136.424100
Ibukiyama;Japan;35.401200;136.396900
Ichirino Onsen;Japan;36.268361;136.716675
Iizuna;Japan;36.717078;138.139862
Iizuna Kogen;Japan;36.715500;138.142500
Ikawa Kainayama;Japan;33.955800;133.895600
Ikenotaira Onsen;Japan;36.866000;138.171300
Imabetsu Choei;Japan;41.168000;140.470300
Imajo 365;Japan;35.720000;136.147700
Imakane-cho Pilika;Japan;42.467200;140.204600
Ina Ski Resort;Japan;35.812700;137.918500
Inawashiro;Japan;37.576100;140.064300
Ipponsugi;Japan;36.931200;138.808100
Ishikari Heigen;Japan;43.260400;141.511400
Ishiuchi;Japan;36.990690;138.799150
Ishiuchi Hanaoka;Japan;36.988400;138.802500
Ishizuchi;Japan;33.803605;133.149027
Isshiki Kokusai;Japan;35.977900;136.987800
Itoigawa. Valle de Seaside;Japan;37.039028;137.862652
Itoshiro Charot Town;Japan;35.966300;136.775300
Itsukamachi;Japan;37.121310;138.892625
Iwaki Skyline;Japan;40.653185;140.292942
Iwakisan Hyakuzawa;Japan;40.627648;140.330684
Iwappara;Japan;36.912353;138.814741
Izumi Kogen Spring Valley;Japan;38.418748;140.723068
Izumigatake;Japan;38.390593;140.720668
Jeunesse Kurikoma;Japan;39.159288;140.726494
Jibuzaka Kogen;Japan;35.153000;137.674600
Jigatake;Japan;36.555600;137.807000
Joetsu;Japan;37.104209;138.226123
Kadohara;Japan;35.958400;136.603400
Kagura (Tashiro-Kagura-Mitsumata);Japan;36.854658;138.714299
Kaida Kogen Mia;Japan;35.930154;137.527436
Kamafuse;Japan;41.262481;141.137906
Kamihiruzen;Japan;35.321100;133.645500
Kamisunagawadake Kokusai;Japan;43.456800;142.023800
Kamiyubetsu-cho Gokazan;Japan;44.179500;143.614000
Kamoidake Kokusai;Japan;43.520100;142.016900
Kamui;Japan;43.699899;142.190872
Kamui Misaka;Japan;35.579900;138.756800
Kamuro;Japan;38.913400;140.397500
Kanayasan;Japan;37.100200;138.227900
Kanazawa;Japan;36.561306;136.656206
Kanbayashi;Japan;36.725400;138.450400
Kandatsu;Japan;36.911336;138.812996
Kanetsu Kokusai Ohara;Japan;37.355700;139.132400
Kanjo??i;Japan;36.557700;136.988600
Kannabe Kogen Appu Kannabe;Japan;35.498639;134.674544
Kannabe Kogen Ookayama;Japan;35.510100;134.718100
Karigahara;Japan;36.079612;136.520118
Karuizawa;Japan;36.636738;138.505521
Karuizawa Snow Park;Japan;36.416200;138.628000
Kasuga chojadaira;Japan;35.503100;136.454100
Katashina Kogen;Japan;36.812478;139.224189
Katsurazawa;Japan;43.251984;141.980965
Kawaba;Japan;36.764800;139.112500
